Depth_from_Surface_cm,Age_wmean,Ave_Density,Ave_Organics,MagSuscept_10^-5
638,35778.6,0.4465,23.85218365,3.176666667
639,35823.4,0.426,25,3.253333333
640,35867.5,0.3823,24.9019095,2.303333333
641,35913.3,0.4352,24.95404412,2.363333333
642,35958.1,0.4359,24.73044276,2.926666667
643,36003.4,0.4284,23.80952381,3.156666667
644,36049.4,0.4577,20.8214988,2.626666667
645,36094.6,0.4788,23.32915622,2.396666667
646,36140.1,0.483,20.93167702,2.476666667
647,36183.2,0.5029,20.50109366,2.056666667
648,36228.5,0.4423,22.56387068,1.193333333
649,36273.8,0.38505,22.99949777,0.422833333
650,36316.9,0.5322,19.72942503,0.984333333
651,36360.8,0.2664,20.4954955,1.161333333
652,36404.7,0.3098,22.40154939,3.245
653,36448.9,0.3954,20.43500253,1.3755
654,36494.8,NA,NA,NA
655,36539.8,NA,NA,4.0104
656,36584.2,0.3461,20.19647501,3.65
657,36626.9,0.3446,21.12594312,2.83
658,36672.6,0.3246,21.34935305,2.13
659,36717.4,0.2801,21.92074259,2.085
660,36760.5,0.3604,22.03107658,3.08885
661,36806.4,0.369,22.54742547,2.965
662,36850,0.3474,22.79792746,2.88
663,36895.6,0.3494,23.64052662,3.15
664,36938.7,0.294,23.87755102,2.6675
665,36983.2,0.4708,23.3220051,2.21
666,37027.9,0.5646,22.67091746,2.71
667,37072.3,0.3612,25.27685493,2.16805
668,37116,0.3216,25.03109453,1.61
669,37160.9,0.4295,25.00582072,1.44
670,37204.5,0.4149,24.56013497,1.64
671,37248.6,0.4044,24.40652819,1.68
672,37294.4,0.3754,24.10761854,1.655
673,37338.5,0.5558,22.13026268,2.03785
674,37382.9,0.5918,22.82865833,2.055
675,37428,0.2572,23.71695179,2.9842
676,37470.9,0.5434,21.97276408,1.64
677,37516.1,0.5002,21.07157137,1.705
678,37561,0.5177,22.42611551,2.225
679,37606.2,0.4744,22.11214165,2.13
680,37648.5,0.5705,18.08939527,1.865
681,37693.1,0.5754,21.22002086,2.11
682,37736.9,0.5583,21.20723625,2.25
683,37781.8,0.5883,25.17423083,2.376666667
684,37828,0.4915,20.89521872,2.596666667
685,37873.2,0.4845,20.02063983,2.446666667
686,37917.2,0.5494,20.09464871,1.643333333
687,37962.2,0.5402,19.95557201,1.313333333
688,38005.9,0.49,19.2244898,1.603333333
689,38050.9,0.448,18.59375,1.172333333
690,38094.2,0.4862,21.63718634,1.405666667
691,38138.4,0.3763,23.22614935,0.473666667
692,38183,0.5291,21.09242109,-0.038
693,38227.7,0.3792,27.18881857,0.461333333
694,38271.6,0.4498,26.36727434,0.649333333
695,38315.2,0.3207,24.72715934,0.791666667
696,38358,0.449,24.14253898,1.965333333
697,38401.7,0.7828,11.11394992,2.306666667
698,38445.9,0.9073,7.505786399,2.67
699,38488.2,0.614,11.74267101,2.4398
700,38532,0.5352,14.16292975,1.543333333
701,38574.2,0.4566,16.29434954,2.28
702,38615.1,0.5341,15.03463771,1.78
703,38656.1,0.1889,16.94017999,2.013333333
704,38698.6,0.4353,15.71330117,1.326666667
705,38741,0.3495,16.4806867,1.426666667
706,38782.8,NA,NA,1.8
707,38823.1,NA,NA,2.2
708,38865.8,NA,NA,1.9
709,38908.9,NA,NA,2
710,38952,NA,NA,2.6
711,38993.3,NA,NA,2.2
712,39035.2,NA,NA,2.2
713,39077.4,NA,NA,2.3
714,39120.8,NA,NA,2.2
715,39163.5,NA,NA,2.2
716,39206.2,NA,NA,2.6
717,39250.5,0.6736,7.482185273,6.095
718,39293.3,0.7213,9.621516706,4.75
719,39336,0.5907,10.5298798,4.12
720,39377.5,0.6428,12.36776602,3.335
721,39420.9,0.5855,14.70538002,3.71
722,39463.5,0.4987,22.6589,3.135
723,39507.5,0.5527,23.1409,3.125
724,39551.4,0.5521,21.7533,3.22
725,39592.9,0.3959,15.93836827,2.665
726,39636.1,0.6395,17.85770133,3.18
727,39678.7,0.4415,20.77010193,3.015
728,39720.5,0.2893,20.11752506,2.915
729,39765.3,0.4152,20.73699422,3.11
730,39808.1,0.4586,20.21369385,3.47
731,39850.3,0.5384,18.23922734,2.3475
732,39892.9,NA,NA,2.26375
733,39936.5,NA,NA,2.87
734,39979.3,0.3946,15.5347187,2.64
735,40023.1,0.4063,17.49938469,1.8635
736,40064.4,0.3771,17.34287987,3.3725
737,40107,0.4351,13.85888302,2.7975
738,40150.9,0.5411,16.0783589,3.3375
739,40193.2,0.5682,14.02675114,3.295
740,40234.9,0.5689,14.43135876,2.77
741,40277.4,0.4821,13.44119477,2.09
742,40320.3,0.4814,14.25010386,1.8325
743,40362.5,0.6074,11.37635825,1.9525
744,40404.5,0.5152,14.59627329,1.7875
745,40447.3,0.4145,17.75633293,1.6825
746,40490,0.4293,17.02771954,1.77275
747,40533,0.424,16.03773585,2.0975
748,40573.9,0.4818,14.92320465,2.4775
749,40616.1,0.4298,14.77431363,2.6425
750,40656.9,0.4133,17.95306073,3.125
751,40712.2,0.4172,17.54554171,2.78
752,40766.5,0.4013,18.21579865,2.525
753,40821.6,0.3766,18.64046734,2.3075
754,40875.7,0.3696,19.53463203,2.3575
755,40930.1,0.36729,18.59566011,2.1975
756,40984.4,0.4068,16.20350577,2.59
757,41040.2,0.3385,21.07750473,1.88
758,41094.9,0.3468,20.89253552,1.58
759,41151.7,0.3687,22.95582707,2.83
760,41206.7,0.3486,22.4247949,3.56
761,41263.4,0.4169,21.83353438,3.83
762,41318.2,0.3612,18.31218974,4.325
763,41374.2,0.3959,17.65597373,2.605
764,41430.4,0.5081,16.00078725,2.235
765,41486.2,0.4098,16.8374817,1.87
766,41541.3,0.495,18.66666667,2.45
767,41597.7,0.3913,17.02018911,2.365
768,41653,0.3852,17.57528557,2.625
769,41710,0.3733,19.66246986,2.23
770,41764.8,0.4545,18.23982398,1.5
771,41820.1,0.3341,19.27566597,1.62
772,41876.5,0.4808,15.78618968,0.987
773,41931.2,0.3956,16.88574317,0.9075
774,41987,0.3448,23.49187935,1.0855
775,42042.7,0.38265,23.75316763,1.53
776,42098.6,0.3762,23.75051669,1.765
777,42155.8,0.42095,24.86325795,1.52
778,42210.5,0.37385,23.48125735,1.61
779,42265.7,0.43965,21.89788011,1.873333333
780,42322.1,0.4075,22.68282152,1.72
781,42378,0.45445,22.91291874,1.616666667
782,42433.4,0.4906,17.86958446,2.15
783,42488.4,0.53495,16.64057393,2.646666667
784,42544.6,0.4366,18.08190843,2.73
785,42599.5,0.57555,17.68934652,2.266666667
786,42654.5,0.60115,17.21924841,2.056666667
787,42709.6,0.5415,16.81998574,1.713333333
788,42764.7,0.5368,16.90663996,1.452666667
789,42819.9,0.4675,18.21051874,1.483333333
790,42875.4,0.57035,19.04310223,1.916666667
791,42929.7,0.43825,18.09975367,1.916666667
792,42983.6,0.44505,17.74529153,2.766666667
793,43038,0.4317,19.13553581,2.053333333
794,43092.2,0.50555,20.55076087,2.426666667
795,43149.4,0.4355,18.8075485,2.243333333
796,43202.7,0.53785,19.77650546,2.29
797,43258,0.53245,19.62903294,1.56
798,43312.7,0.6181,19.22395129,2.11
799,43368.2,0.62655,17.98309661,2.383333333
800,43423.5,0.47395,19.59779411,1.8
801,43473.1,0.4771,20.7332887,1.92
802,43520.1,0.52295,20.95834829,1.163333333
803,43568.2,0.46795,20.25128156,1.753333333
804,43616.8,0.5084,21.51678278,1.49
805,43665.4,0.493,21.42420893,1.84
806,43712.4,0.68015,21.76204091,1.74
807,43761.7,0.45495,21.25108399,2.05
808,43810.1,0.65985,18.37594358,2.14
809,43859.8,0.53335,19.32720618,2.166666667
810,43909.4,0.61115,20.9288344,2.11
811,43960.6,0.5403,20.90460094,1.556666667
812,44010.8,0.50805,21.19266008,1.603333333
813,44061.2,0.44205,22.68720612,1.56
814,44110,0.4689,23.02388374,1.453333333
815,44160.8,0.5132,21.55109968,1.473333333
816,44211.6,0.47545,22.2010838,1.009666667
817,44261.4,0.5001,20.82243594,1.646666667
818,44311.8,0.4915,21.40384415,1.34
819,44362.1,0.4456,22.28769606,0.7902
820,44412.7,0.4797,22.59404219,1.273333333
821,44462.6,0.43625,21.24034951,1.126666667
822,44513.3,0.49715,21.68488108,1.056666667
823,44562.6,0.49755,23.32194978,0.923333333
824,44613.3,0.4738,25.59545107,1.033333333
825,44663.2,0.47285,25.23623432,1
826,44713.2,0.38915,25.14846866,1.006666667
827,44765.3,0.4223,22.94632897,1.05
828,44813.3,0.38145,24.42627224,0.6
829,44864.5,0.34845,23.71725628,0.3
830,44913.9,0.4553,24.07731304,NA
831,44963.8,0.3129,24.38478747,3.095
832,45013.1,0.3547,24.97885537,2.995
833,45060.9,0.3318,25.94936709,3.27
834,45111.4,0.3536,24.97171946,2.955
835,45160,0.3207,25.56906766,3.125
836,45209.9,0.3292,25.36452005,3.515
837,45258.3,0.3635,26.32737276,3.865
838,45306.3,0.388,25.6443299,3.915
839,45356.6,0.4226,20.08991955,4.07
840,45404.9,0.3521,24.11246805,4.71
841,45454.3,0.4386,24.41860465,4.126666667
842,45502.6,0.4637,24.28294156,3.356666667
843,45551.4,0.4607,24.35424354,3.48
844,45600.1,0.4264,26.47748593,3.693333333
845,45648.9,0.3681,22.60255365,4.4878
846,45697,0.3872,25.43904959,5.136866667
847,45746.1,0.4215,25.05338078,4.826666667
848,45794.2,0.3756,24.49414271,4.776666667
849,45841.8,0.41,27.6097561,4.596666667
850,45892,0.4129,26.27754904,5.196666667
851,45930.8,0.4397,24.74414373,4.873333333
852,45968.3,0.4256,25.44642857,4.303333333
853,46005.3,0.4264,27.41557223,3.99
854,46045.6,0.37745,21.0280011,4.723333333
855,46083.7,0.40095,21.8777251,5.483333333
856,46120.7,0.43545,19.53857461,5.92
857,46158.4,0.4012,20.90899185,5.683333333
858,46196.8,0.383835,21.45227077,6.153333333
859,46235.2,0.4154,18.19437595,5.87
860,46274.6,0.40705,18.68372027,6.46
861,46313.7,0.43865,18.50510158,6.12
862,46351.9,0.4139,16.59821213,5.563333333
863,46389.7,0.438,17.12328767,7.37
864,46427.7,0.3927,16.39928699,6.06
865,46465.2,0.3725,16.34899329,7.86
866,46503.6,0.3797,16.93442191,7.398533333
867,46542.6,0.3899,16.15798923,6.563333333
868,46581.4,0.4242,16.92597831,7.233333333
869,46619.1,0.4787,17.50574473,7.563333333
870,46656.7,0.5134,17.10167511,6.192433333
871,46695.3,0.344,17.38372093,6.06
872,46734.4,0.3294,17.03096539,5.39
873,46772.6,0.4183,16.51924456,4.896666667
874,46809.6,0.4281,17.26232189,4.45
875,46847.4,0.3438,17.91739383,4.62
876,46886,0.4526,16.99072028,5.27
877,46923.8,0.4895,16.87436159,5.986666667
878,46960.3,0.4526,17.49889527,5.6
879,46996.3,0.4641,16.95755225,4.99
880,47035.4,0.4734,16.70891424,7.18
881,47070.6,0.4525,17.12707182,5.463333333
882,47105.5,0.432,17.89351852,6.503333333
883,47143.3,0.4222,17.05352913,5.91
884,47180.1,0.5199,17.5803039,6.626666667
885,47217,0.4309,18.93710838,8.243333333
886,47253.2,0.4408,19.50998185,5.796666667
887,47289.3,0.4733,18.48721741,6.145366667
888,47327.8,0.5294,16.98148848,5.616666667
889,47364.8,0.4434,17.38836265,6.643333333
890,47400.5,0.4464,16.9578853,7.073333333
891,47436.7,0.4995,17.23723724,7.893333333
892,47474.6,0.4733,16.16311008,6.596666667
893,47508.2,0.4562,17.05392372,8.4
894,47547.4,0.4258,17.14419915,8.4
895,47585.3,0.4443,18.09588116,8.95
896,47621.7,0.4599,18.59099804,9.15
897,47657.9,0.4516,17.80336581,10.5
898,47691.4,0.4698,17.68837803,9.4
899,47729.9,0.4436,18.01172227,7.9
900,47767.1,0.5011,18.39952105,7.1
901,47805.3,0.4889,18.020045,6.6
902,47843.3,0.4949,18.67043847,5.99
903,47879.1,0.4563,18.89108043,6.35
904,47915.6,0.4336,18.61162362,5.825
905,47953.5,0.49,18.63265306,5.425
906,47990.1,0.495,19.13131313,7.65
907,48028.7,0.4426,17.01310438,7.1
908,48065.8,0.5224,17.22817764,7.776933333
909,48103.3,0.491,17.23014257,6.696666667
910,48139,0.4171,18.17309998,7.482366667
911,48175.6,0.5285,16.97256386,8.4463
912,48214.5,0.433,16.62817552,7.683333333
913,48253,0.488,18.29918033,7.3742
914,48289.7,0.4826,17.1363448,7.9661
915,48328.1,0.4511,16.16049656,8.284633333
916,48365.2,0.4987,16.02165631,7.6588
917,48401.9,0.467,16.72376874,6.665533333
918,48440.2,0.5081,15.05609132,5.34
919,48478.2,0.4632,14.07599309,5.073333333
920,48514.3,0.5576,15.47704448,4.92
921,48551,0.4924,16.38911454,4.183333333
922,48586.6,0.4721,17.24210972,3.393333333
923,48624.2,0.5125,16.70243902,5.205
924,48663,0.44655,18.57092066,6.36
925,48699,0.4179,19.81274281,5.18
926,48735.4,0.4327,23.52669286,6.18
927,48773.4,0.5369,21.15850251,4.87
928,48812.2,0.6111,19.11307478,3.16
929,48849,0.5022,21.54520112,4.43
930,48885.1,0.4688,23.48549488,4.04
931,48923.1,0.7163,23.1327656,3.46
932,48962.2,0.6617,23.37917485,3.66
933,48999.2,0.4638,23.35058215,3.54
934,49037.7,0.5556,22.46220302,3.16
935,49073.7,0.3714,24.25955843,3.69
936,49109,0.4641,23.09847016,3.31
937,49146.2,0.55,23.74545455,4.3193
938,49184.1,0.4566,23.60928603,4.32
939,49221,0.5631,22.67803232,4.47
940,49257,0.7255,19.68297726,4.02
941,49295.4,0.5541,19.50911388,2.59
942,49332.4,0.638,25.21943574,3.13
943,49370.8,0.4612,27.12489159,2.05
944,49406.6,0.4297,26.80940191,2.26
945,49444.3,0.4857,26.2095944,1.62
946,49481.6,0.3887,25.44378698,1.9023
947,49519.3,0.5567,24.57337884,1.58
948,49556.9,0.4974,22.47687977,1.39
949,49594,0.4289,21.98647703,1.66
950,49631.2,0.4729,27.93402411,NA
951,49668,0.6191,26.34469391,NA
952,49705.2,0.2458,28.27502034,NA
953,49743.6,NA,NA,NA
954,49778.8,NA,NA,NA
955,49816.9,NA,NA,NA
956,49852,NA,NA,NA
957,49889.1,NA,NA,NA
958,49925.7,NA,NA,NA
959,49963.7,NA,NA,NA
960,50000.3,NA,NA,NA
961,50035.6,NA,NA,NA
962,50073.9,NA,NA,NA
963,50112.5,NA,NA,NA
964,50149.7,NA,NA,NA
965,50186.2,NA,NA,NA
966,50222.5,NA,NA,NA
967,50258.6,NA,NA,NA
968,50296.4,NA,NA,NA
969,50333.6,NA,NA,NA
970,50370.4,NA,NA,NA
971,50407.6,NA,NA,NA
972,50445.2,NA,NA,NA
973,50481.7,NA,NA,NA
974,50518.6,NA,NA,NA
975,50557,NA,NA,NA
976,50592.3,NA,NA,NA
977,50627.5,NA,NA,NA
978,50665,NA,NA,NA
979,50703.4,NA,NA,NA
980,50740.5,NA,NA,NA
981,50776.5,NA,NA,NA
982,50813.2,NA,NA,NA
983,50850.2,NA,NA,NA
984,50886.2,NA,NA,NA
985,50924.8,NA,NA,NA
986,50961.3,NA,NA,NA
987,50994.7,NA,NA,NA
988,51032.6,NA,NA,NA
989,51069.8,NA,NA,NA
990,51104.8,NA,NA,NA
991,51141.2,NA,NA,NA
992,51172.3,NA,NA,NA
993,51209.6,NA,NA,NA
994,51244.8,NA,NA,NA
995,51281.4,NA,NA,NA
996,51315.7,NA,NA,NA
997,51350.4,NA,NA,NA
998,51385.9,NA,NA,NA
999,51422.6,NA,NA,NA
1000,51460.9,NA,NA,NA
